# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Xin Lan (xin.lan@noaa.gov)
# 
# File Creation: Mon Mar  6 09:57:15 2023
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
#
# Uncertainties in the global monthly means are estimated using two
# terms: The first is a bootstrap (resampling) method that varies the
# sites in our network. Each pseudo-network contains the same number of
# sites as our actual NOAA ESRL cooperative global air sampling network,
# but some are repeated and some are excluded. The second term is a
# Monte Carlo method that randomly modifies the data to account for
# measurement uncertainty. In both cases, 100 globally-averaged time
# series are created. Standard deviations of the monthly means are
# calculated, and the two terms (network and analytical) are taken in
# quadrature to give the  reported uncertainties. A default value (-9.9)
# indicates the uncertainty has not yet been calculated for that month. 
# Please see Dlugokencky et al., 1994, JGR, vol. 99, 17021-17043, for a
# complete discussion.
#
# CH4 expressed as a mole fraction in dry air, nanomol/mol, abbreviated as ppb
#
# NOTE: In general, the data presented for the last year are subject to change,
# depending on recalibration of the reference gas mixtures used, and other quality
# control procedures. Occasionally, earlier years may also change for the same
# reasons.  Usually these changes are minor.
# 

# year   month       decimal       average   average_unc         trend     trend_unc
  2017       6      2017.458       1842.95          0.96       1849.08          0.57
  2017       7      2017.542       1840.38          1.32       1849.65          0.58
  2017       8      2017.625       1844.63          1.18       1850.25          0.60
  2017       9      2017.708       1852.71          0.99       1850.86          0.62
  2017      10      2017.792       1857.97          0.96       1851.50          0.65
  2017      11      2017.875       1858.52          0.82       1852.17          0.67
  2017      12      2017.958       1856.51          0.94       1852.85          0.70
  2018       1      2018.042       1854.42          1.02       1853.57          0.73
  2018       2      2018.125       1854.98          0.95       1854.26          0.75
  2018       3      2018.208       1856.87          0.95       1854.97          0.77
  2018       4      2018.292       1856.67          1.09       1855.71          0.80
  2018       5      2018.375       1854.81          1.65       1856.45          0.81
  2018       6      2018.458       1852.02          1.67       1857.20          0.83
  2018       7      2018.542       1849.08          1.58       1857.95          0.84
  2018       8      2018.625       1851.93          1.69       1858.70          0.85
  2018       9      2018.708       1860.49          0.97       1859.44          0.84
  2018      10      2018.792       1865.74          0.95       1860.17          0.84
  2018      11      2018.875       1866.27          1.04       1860.89          0.83
  2018      12      2018.958       1866.03          1.00       1861.60          0.81
  2019       1      2019.042       1864.97          1.10       1862.33          0.78
  2019       2      2019.125       1865.04          0.78       1863.01          0.76
  2019       3      2019.208       1866.32          0.85       1863.69          0.73
  2019       4      2019.292       1865.29          0.63       1864.41          0.70
  2019       5      2019.375       1861.98          1.18       1865.14          0.67
  2019       6      2019.458       1858.80          1.39       1865.88          0.63
  2019       7      2019.542       1858.22          1.47       1866.65          0.60
  2019       8      2019.625       1862.91          1.40       1867.47          0.57
  2019       9      2019.708       1870.79          1.14       1868.31          0.55
  2019      10      2019.792       1875.38          1.00       1869.20          0.53
  2019      11      2019.875       1875.56          1.00       1870.13          0.52
  2019      12      2019.958       1874.68          0.70       1871.11          0.53
  2020       1      2020.042       1873.13          0.88       1872.18          0.54
  2020       2      2020.125       1872.75          0.87       1873.22          0.56
  2020       3      2020.208       1874.73          0.74       1874.31          0.57
  2020       4      2020.292       1875.85          1.22       1875.49          0.59
  2020       5      2020.375       1874.32          1.15       1876.70          0.60
  2020       6      2020.458       1871.87          1.15       1877.95          0.61
  2020       7      2020.542       1871.49          1.27       1879.23          0.62
  2020       8      2020.625       1876.54          1.27       1880.57          0.62
  2020       9      2020.708       1884.68          1.08       1881.91          0.61
  2020      10      2020.792       1890.09          0.81       1883.28          0.61
  2020      11      2020.875       1891.91          0.60       1884.68          0.60
  2020      12      2020.958       1891.88          0.93       1886.10          0.60
  2021       1      2021.042       1889.72          1.36       1887.57          0.59
  2021       2      2021.125       1887.67          1.05       1888.99          0.58
  2021       3      2021.208       1888.73          0.93       1890.43          0.58
  2021       4      2021.292       1891.26          0.57       1891.93          0.57
  2021       5      2021.375       1891.63          0.70       1893.46          0.57
  2021       6      2021.458       1888.41          0.78       1894.99          0.56
  2021       7      2021.542       1886.34          0.78       1896.53          0.56
  2021       8      2021.625       1892.66          1.20       1898.10          0.56
  2021       9      2021.708       1902.73          1.23       1899.64          0.57
  2021      10      2021.792       1908.11          0.81       1901.17          0.58
  2021      11      2021.875       1909.73          1.16       1902.68          0.60
  2021      12      2021.958       1909.49          1.21       1904.15          0.62
  2022       1      2022.042       1908.28          1.05       1905.62          0.63
  2022       2      2022.125       1908.06         -9.99       1906.97         -9.99
  2022       3      2022.208       1909.05         -9.99       1908.28         -9.99
  2022       4      2022.292       1909.49         -9.99       1909.57         -9.99
  2022       5      2022.375       1907.95         -9.99       1910.80         -9.99
  2022       6      2022.458       1905.55         -9.99       1911.97         -9.99
  2022       7      2022.542       1904.66         -9.99       1913.08         -9.99
  2022       8      2022.625       1908.94         -9.99       1914.13         -9.99
  2022       9      2022.708       1915.71         -9.99       1915.10         -9.99
  2022      10      2022.792       1920.11         -9.99       1916.02         -9.99
  2022      11      2022.875       1923.57         -9.99       1916.87         -9.99
