Year, Month, Day,     Extent,    Missing, Source Data
1994,    06,  01,     12.108,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.01/nt_19940601_f11_v1.1_s.bin']
1994,    06,  02,     12.162,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.02/nt_19940602_f11_v1.1_s.bin']
1994,    06,  03,     12.230,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.03/nt_19940603_f11_v1.1_s.bin']
1994,    06,  04,     12.325,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.04/nt_19940604_f11_v1.1_s.bin']
1994,    06,  05,     12.468,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.05/nt_19940605_f11_v1.1_s.bin']
1994,    06,  06,     12.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.06/nt_19940606_f11_v1.1_s.bin']
1994,    06,  07,     12.798,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.07/nt_19940607_f11_v1.1_s.bin']
1994,    06,  08,     12.900,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.08/nt_19940608_f11_v1.1_s.bin']
1994,    06,  09,     12.959,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.09/nt_19940609_f11_v1.1_s.bin']
1994,    06,  10,     12.969,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.10/nt_19940610_f11_v1.1_s.bin']
1994,    06,  11,     13.040,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.11/nt_19940611_f11_v1.1_s.bin']
1994,    06,  12,     13.129,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.12/nt_19940612_f11_v1.1_s.bin']
1994,    06,  13,     13.230,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.13/nt_19940613_f11_v1.1_s.bin']
1994,    06,  14,     13.300,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.14/nt_19940614_f11_v1.1_s.bin']
1994,    06,  15,     13.389,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.15/nt_19940615_f11_v1.1_s.bin']
1994,    06,  16,     13.526,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.16/nt_19940616_f11_v1.1_s.bin']
1994,    06,  17,     13.639,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.17/nt_19940617_f11_v1.1_s.bin']
1994,    06,  18,     13.840,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.18/nt_19940618_f11_v1.1_s.bin']
1994,    06,  19,     13.972,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.19/nt_19940619_f11_v1.1_s.bin']
1994,    06,  20,     14.170,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.20/nt_19940620_f11_v1.1_s.bin']
1994,    06,  21,     14.310,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.21/nt_19940621_f11_v1.1_s.bin']
1994,    06,  22,     14.438,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.22/nt_19940622_f11_v1.1_s.bin']
1994,    06,  23,     14.474,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.23/nt_19940623_f11_v1.1_s.bin']
1994,    06,  24,     14.513,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.24/nt_19940624_f11_v1.1_s.bin']
1994,    06,  25,     14.537,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.25/nt_19940625_f11_v1.1_s.bin']
1994,    06,  26,     14.693,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.26/nt_19940626_f11_v1.1_s.bin']
1994,    06,  27,     14.700,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.27/nt_19940627_f11_v1.1_s.bin']
1994,    06,  28,     14.723,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.28/nt_19940628_f11_v1.1_s.bin']
1994,    06,  29,     14.781,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.29/nt_19940629_f11_v1.1_s.bin']
1994,    06,  30,     14.847,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.06.30/nt_19940630_f11_v1.1_s.bin']
1994,    07,  01,     14.933,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.01/nt_19940701_f11_v1.1_s.bin']
1994,    07,  02,     14.964,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.02/nt_19940702_f11_v1.1_s.bin']
1994,    07,  03,     15.055,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.03/nt_19940703_f11_v1.1_s.bin']
1994,    07,  04,     15.201,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.04/nt_19940704_f11_v1.1_s.bin']
1994,    07,  05,     15.365,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.05/nt_19940705_f11_v1.1_s.bin']
1994,    07,  06,     15.548,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.06/nt_19940706_f11_v1.1_s.bin']
1994,    07,  07,     15.643,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.07/nt_19940707_f11_v1.1_s.bin']
1994,    07,  08,     15.611,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.08/nt_19940708_f11_v1.1_s.bin']
1994,    07,  09,     15.604,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.09/nt_19940709_f11_v1.1_s.bin']
1994,    07,  10,     15.667,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.10/nt_19940710_f11_v1.1_s.bin']
1994,    07,  11,     15.760,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.11/nt_19940711_f11_v1.1_s.bin']
1994,    07,  12,     15.887,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.12/nt_19940712_f11_v1.1_s.bin']
1994,    07,  13,     15.995,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.13/nt_19940713_f11_v1.1_s.bin']
1994,    07,  14,     16.110,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.14/nt_19940714_f11_v1.1_s.bin']
1994,    07,  15,     16.275,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.15/nt_19940715_f11_v1.1_s.bin']
1994,    07,  16,     16.391,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.16/nt_19940716_f11_v1.1_s.bin']
1994,    07,  17,     16.476,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.17/nt_19940717_f11_v1.1_s.bin']
1994,    07,  18,     16.525,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.18/nt_19940718_f11_v1.1_s.bin']
1994,    07,  19,     16.629,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.19/nt_19940719_f11_v1.1_s.bin']
1994,    07,  20,     16.793,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.20/nt_19940720_f11_v1.1_s.bin']
1994,    07,  21,     16.938,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.21/nt_19940721_f11_v1.1_s.bin']
1994,    07,  22,     17.044,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.22/nt_19940722_f11_v1.1_s.bin']
1994,    07,  23,     17.097,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.23/nt_19940723_f11_v1.1_s.bin']
1994,    07,  24,     17.177,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.24/nt_19940724_f11_v1.1_s.bin']
1994,    07,  25,     17.198,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.25/nt_19940725_f11_v1.1_s.bin']
1994,    07,  26,     17.168,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.26/nt_19940726_f11_v1.1_s.bin']
1994,    07,  27,     17.125,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.27/nt_19940727_f11_v1.1_s.bin']
1994,    07,  28,     17.223,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.28/nt_19940728_f11_v1.1_s.bin']
1994,    07,  29,     17.227,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.29/nt_19940729_f11_v1.1_s.bin']
1994,    07,  30,     17.283,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.30/nt_19940730_f11_v1.1_s.bin']
1994,    07,  31,     17.263,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.07.31/nt_19940731_f11_v1.1_s.bin']
1994,    08,  01,     17.287,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.01/nt_19940801_f11_v1.1_s.bin']
1994,    08,  02,     17.246,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.02/nt_19940802_f11_v1.1_s.bin']
1994,    08,  03,     17.226,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.03/nt_19940803_f11_v1.1_s.bin']
1994,    08,  04,     17.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.04/nt_19940804_f11_v1.1_s.bin']
1994,    08,  05,     17.342,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.05/nt_19940805_f11_v1.1_s.bin']
1994,    08,  06,     17.425,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.06/nt_19940806_f11_v1.1_s.bin']
1994,    08,  07,     17.484,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.07/nt_19940807_f11_v1.1_s.bin']
1994,    08,  08,     17.519,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.08/nt_19940808_f11_v1.1_s.bin']
1994,    08,  09,     17.521,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.09/nt_19940809_f11_v1.1_s.bin']
1994,    08,  10,     17.581,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.10/nt_19940810_f11_v1.1_s.bin']
1994,    08,  11,     17.554,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.11/nt_19940811_f11_v1.1_s.bin']
1994,    08,  12,     17.504,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.12/nt_19940812_f11_v1.1_s.bin']
1994,    08,  13,     17.594,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.13/nt_19940813_f11_v1.1_s.bin']
1994,    08,  14,     17.687,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.14/nt_19940814_f11_v1.1_s.bin']
1994,    08,  15,     17.721,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.15/nt_19940815_f11_v1.1_s.bin']
1994,    08,  16,     17.806,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.16/nt_19940816_f11_v1.1_s.bin']
1994,    08,  17,     17.774,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.17/nt_19940817_f11_v1.1_s.bin']
1994,    08,  18,     17.697,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.18/nt_19940818_f11_v1.1_s.bin']
1994,    08,  19,     17.680,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.19/nt_19940819_f11_v1.1_s.bin']
1994,    08,  20,     17.786,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.20/nt_19940820_f11_v1.1_s.bin']
1994,    08,  21,     17.929,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.21/nt_19940821_f11_v1.1_s.bin']
1994,    08,  22,     17.938,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.22/nt_19940822_f11_v1.1_s.bin']
1994,    08,  23,     18.075,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.23/nt_19940823_f11_v1.1_s.bin']
1994,    08,  24,     18.217,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.24/nt_19940824_f11_v1.1_s.bin']
1994,    08,  25,     18.320,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.25/nt_19940825_f11_v1.1_s.bin']
1994,    08,  26,     18.446,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.26/nt_19940826_f11_v1.1_s.bin']
1994,    08,  27,     18.524,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.27/nt_19940827_f11_v1.1_s.bin']
1994,    08,  28,     18.604,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.28/nt_19940828_f11_v1.1_s.bin']
1994,    08,  29,     18.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.29/nt_19940829_f11_v1.1_s.bin']
1994,    08,  30,     18.762,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.30/nt_19940830_f11_v1.1_s.bin']
1994,    08,  31,     18.827,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.08.31/nt_19940831_f11_v1.1_s.bin']
1994,    09,  01,     18.737,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.01/nt_19940901_f11_v1.1_s.bin']
1994,    09,  02,     18.743,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.02/nt_19940902_f11_v1.1_s.bin']
1994,    09,  03,     18.719,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.03/nt_19940903_f11_v1.1_s.bin']
1994,    09,  04,     18.744,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.04/nt_19940904_f11_v1.1_s.bin']
1994,    09,  05,     18.752,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.05/nt_19940905_f11_v1.1_s.bin']
1994,    09,  06,     18.735,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.06/nt_19940906_f11_v1.1_s.bin']
1994,    09,  07,     18.677,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.07/nt_19940907_f11_v1.1_s.bin']
1994,    09,  08,     18.599,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.08/nt_19940908_f11_v1.1_s.bin']
1994,    09,  09,     18.531,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.09/nt_19940909_f11_v1.1_s.bin']
1994,    09,  10,     18.520,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.10/nt_19940910_f11_v1.1_s.bin']
1994,    09,  11,     18.574,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.11/nt_19940911_f11_v1.1_s.bin']
1994,    09,  12,     18.564,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.12/nt_19940912_f11_v1.1_s.bin']
1994,    09,  13,     18.574,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.13/nt_19940913_f11_v1.1_s.bin']
1994,    09,  14,     18.526,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.14/nt_19940914_f11_v1.1_s.bin']
1994,    09,  15,     18.565,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.15/nt_19940915_f11_v1.1_s.bin']
1994,    09,  16,     18.512,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.16/nt_19940916_f11_v1.1_s.bin']
1994,    09,  17,     18.460,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.17/nt_19940917_f11_v1.1_s.bin']
1994,    09,  18,     18.529,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.18/nt_19940918_f11_v1.1_s.bin']
1994,    09,  19,     18.558,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.19/nt_19940919_f11_v1.1_s.bin']
1994,    09,  20,     18.581,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.20/nt_19940920_f11_v1.1_s.bin']
1994,    09,  21,     18.545,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.21/nt_19940921_f11_v1.1_s.bin']
1994,    09,  22,     18.552,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.22/nt_19940922_f11_v1.1_s.bin']
1994,    09,  23,     18.514,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.23/nt_19940923_f11_v1.1_s.bin']
1994,    09,  24,     18.560,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.24/nt_19940924_f11_v1.1_s.bin']
1994,    09,  25,     18.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.25/nt_19940925_f11_v1.1_s.bin']
1994,    09,  26,     18.588,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.26/nt_19940926_f11_v1.1_s.bin']
1994,    09,  27,     18.649,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.27/nt_19940927_f11_v1.1_s.bin']
1994,    09,  28,     18.676,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.28/nt_19940928_f11_v1.1_s.bin']
1994,    09,  29,     18.710,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.29/nt_19940929_f11_v1.1_s.bin']
1994,    09,  30,     18.751,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.09.30/nt_19940930_f11_v1.1_s.bin']
1994,    10,  01,     18.706,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.01/nt_19941001_f11_v1.1_s.bin']
1994,    10,  02,     18.668,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.02/nt_19941002_f11_v1.1_s.bin']
1994,    10,  03,     18.578,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.03/nt_19941003_f11_v1.1_s.bin']
1994,    10,  04,     18.503,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.04/nt_19941004_f11_v1.1_s.bin']
1994,    10,  05,     18.450,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.05/nt_19941005_f11_v1.1_s.bin']
1994,    10,  06,     18.377,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.06/nt_19941006_f11_v1.1_s.bin']
1994,    10,  07,     18.256,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.07/nt_19941007_f11_v1.1_s.bin']
1994,    10,  08,     18.221,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.08/nt_19941008_f11_v1.1_s.bin']
1994,    10,  09,     18.152,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.09/nt_19941009_f11_v1.1_s.bin']
1994,    10,  10,     18.102,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.10/nt_19941010_f11_v1.1_s.bin']
1994,    10,  11,     18.116,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.11/nt_19941011_f11_v1.1_s.bin']
1994,    10,  12,     18.097,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.12/nt_19941012_f11_v1.1_s.bin']
1994,    10,  13,     18.140,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.13/nt_19941013_f11_v1.1_s.bin']
1994,    10,  14,     18.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.14/nt_19941014_f11_v1.1_s.bin']
1994,    10,  15,     18.082,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.15/nt_19941015_f11_v1.1_s.bin']
1994,    10,  16,     18.016,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.16/nt_19941016_f11_v1.1_s.bin']
1994,    10,  17,     17.987,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.17/nt_19941017_f11_v1.1_s.bin']
1994,    10,  18,     17.988,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.18/nt_19941018_f11_v1.1_s.bin']
1994,    10,  19,     18.002,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.19/nt_19941019_f11_v1.1_s.bin']
1994,    10,  20,     18.058,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.20/nt_19941020_f11_v1.1_s.bin']
1994,    10,  21,     17.968,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.21/nt_19941021_f11_v1.1_s.bin']
1994,    10,  22,     17.958,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.22/nt_19941022_f11_v1.1_s.bin']
1994,    10,  23,     17.907,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.23/nt_19941023_f11_v1.1_s.bin']
1994,    10,  24,     17.898,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.24/nt_19941024_f11_v1.1_s.bin']
1994,    10,  25,     17.833,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.25/nt_19941025_f11_v1.1_s.bin']
1994,    10,  26,     17.811,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.26/nt_19941026_f11_v1.1_s.bin']
1994,    10,  27,     17.809,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.27/nt_19941027_f11_v1.1_s.bin']
1994,    10,  28,     17.768,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.28/nt_19941028_f11_v1.1_s.bin']
1994,    10,  29,     17.756,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.29/nt_19941029_f11_v1.1_s.bin']
1994,    10,  30,     17.750,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.30/nt_19941030_f11_v1.1_s.bin']
1994,    10,  31,     17.745,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.10.31/nt_19941031_f11_v1.1_s.bin']
1994,    11,  01,     17.650,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.01/nt_19941101_f11_v1.1_s.bin']
1994,    11,  02,     17.589,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.02/nt_19941102_f11_v1.1_s.bin']
1994,    11,  03,     17.561,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.03/nt_19941103_f11_v1.1_s.bin']
1994,    11,  04,     17.510,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.04/nt_19941104_f11_v1.1_s.bin']
1994,    11,  05,     17.455,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.05/nt_19941105_f11_v1.1_s.bin']
1994,    11,  06,     17.330,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.06/nt_19941106_f11_v1.1_s.bin']
1994,    11,  07,     17.301,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.07/nt_19941107_f11_v1.1_s.bin']
1994,    11,  08,     17.188,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.08/nt_19941108_f11_v1.1_s.bin']
1994,    11,  09,     17.126,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.09/nt_19941109_f11_v1.1_s.bin']
1994,    11,  10,     16.958,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.10/nt_19941110_f11_v1.1_s.bin']
1994,    11,  11,     16.676,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.11/nt_19941111_f11_v1.1_s.bin']
1994,    11,  12,     16.593,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.12/nt_19941112_f11_v1.1_s.bin']
1994,    11,  13,     16.441,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.13/nt_19941113_f11_v1.1_s.bin']
1994,    11,  14,     16.300,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.14/nt_19941114_f11_v1.1_s.bin']
1994,    11,  15,     16.167,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.15/nt_19941115_f11_v1.1_s.bin']
1994,    11,  16,     15.985,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.16/nt_19941116_f11_v1.1_s.bin']
1994,    11,  17,     15.772,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.17/nt_19941117_f11_v1.1_s.bin']
1994,    11,  18,     15.614,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.18/nt_19941118_f11_v1.1_s.bin']
1994,    11,  19,     15.389,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.19/nt_19941119_f11_v1.1_s.bin']
1994,    11,  20,     15.235,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.20/nt_19941120_f11_v1.1_s.bin']
1994,    11,  21,     15.048,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.21/nt_19941121_f11_v1.1_s.bin']
1994,    11,  22,     14.914,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.22/nt_19941122_f11_v1.1_s.bin']
1994,    11,  23,     14.781,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.23/nt_19941123_f11_v1.1_s.bin']
1994,    11,  24,     14.556,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.24/nt_19941124_f11_v1.1_s.bin']
1994,    11,  25,     14.335,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.25/nt_19941125_f11_v1.1_s.bin']
1994,    11,  26,     14.197,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.26/nt_19941126_f11_v1.1_s.bin']
1994,    11,  27,     14.049,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.27/nt_19941127_f11_v1.1_s.bin']
1994,    11,  28,     13.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.28/nt_19941128_f11_v1.1_s.bin']
1994,    11,  29,     13.569,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.29/nt_19941129_f11_v1.1_s.bin']
1994,    11,  30,     13.337,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.11.30/nt_19941130_f11_v1.1_s.bin']
1994,    12,  01,     13.135,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.01/nt_19941201_f11_v1.1_s.bin']
1994,    12,  02,     12.984,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.02/nt_19941202_f11_v1.1_s.bin']
1994,    12,  03,     12.647,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.03/nt_19941203_f11_v1.1_s.bin']
1994,    12,  04,     12.504,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.04/nt_19941204_f11_v1.1_s.bin']
1994,    12,  05,     12.230,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.05/nt_19941205_f11_v1.1_s.bin']
1994,    12,  06,     11.918,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.06/nt_19941206_f11_v1.1_s.bin']
1994,    12,  07,     11.723,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.07/nt_19941207_f11_v1.1_s.bin']
1994,    12,  08,     11.530,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.08/nt_19941208_f11_v1.1_s.bin']
1994,    12,  09,     11.348,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.09/nt_19941209_f11_v1.1_s.bin']
1994,    12,  10,     11.122,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.10/nt_19941210_f11_v1.1_s.bin']
1994,    12,  11,     10.959,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1994.12.11/nt_19941211_f11_v1.1_s.bin']
